ORG_ID,ORG_FULL_NM,ORG_ABBREV_NM,URL_ADDR,CB_REGION_CD,MAIL_STREET_ADDR1,MAIL_STREET_ADDR2,MAIL_CITY,MAIL_STATE_CD,UNDERGRAD_GRADE_CD,GRAD_6_YR_RATE_PCT,ENROLL_UG_TOTAL_DEG
602,Morgan State University,Morgan State Univers,www.morgan.edu,MSRO,1700 East Cold Spring Lane,,Baltimore,MD,5,38,6426
604,Morris College,Morris College,www.morris.edu,SRO,100 West College Street,,Sumter,SC,5,,743
605,University of Charleston,Univ of Charleston,www.ucwv.edu,MRO,2300 MacCorkle Avenue SE,,Charleston,WV,5,49,1810
606,Mount St. Mary's University,Mount St. Mary's Uni,www.msmary.edu,MSRO,16300 Old Emmitsburg Road,,Emmitsburg,MD,5,63,1785
607,Montreat College,Montreat College,www.montreat.edu,SRO,P.O. Box 1267,,Montreat,NC,5,,
608,Methodist University,Methodist Univ,www.methodist.edu,SRO,5400 Ramsey Street,,Fayetteville,NC,5,,
609,"State College of Florida, Manatee-Sarasota",SCF Manatee-Sarasota,www.scf.edu,SRO,PO Box 1849,,Bradenton,FL,2,,8473
610,Art Institute of Atlanta,Art Institute of Atl,www.artinstitutes.edu/atlanta,SRO,"6600 Peachtree Dunwoody Road NE, 100 Embassy Row",,Atlanta,GA,5,,
611,University of Mount Olive,University of Mount,www.mou.edu,SRO,634 Henderson Street,,Mount Olive,NC,5,43,3062
612,Lynn University,Lynn University,www.lynn.edu,SRO,3601 North Military Trail,,Boca Raton,FL,5,51,2182
613,North Carolina Central University,North Carolina Centr,www.nccu.edu,SRO,1801 Fayetteville Street,,Durham,NC,5,44,
614,North Carolina State University,North Carolina State,www.ncsu.edu,SRO,2831 Thurman Drive,Campus Box 7528,Raleigh,NC,5,79,22755
616,University of North Georgia,University of North,www.ung.edu,SRO,82 College Circle,,Dahlonega,GA,5,54,17089
617,North Greenville University,North Greenville Uni,www.ngu.edu,SRO,PO Box 1892,,Tigerville,SC,5,51,2176
618,North Carolina Wesleyan College,North Carolina Wesle,www.ncwc.edu,SRO,3400 North Wesleyan Boulevard,,Rocky Mount,NC,5,32,2086
619,American National University: Salem,American Natl Univ:,www.an.edu,SRO,PO Box 6400,,Roanoke,VA,5,,
620,North Florida Community College,North Florida Comm C,www.nfcc.edu,SRO,325 NW Turner Davis Drive,,Madison,FL,2,,
621,New College of Florida,New College of Flori,www.ncf.edu,SRO,5800 Bay Shore Road,,Sarasota,FL,5,65,835
622,Northern Virginia Community College,Northern Virginia Co,www.nvcc.edu,SRO,4001 Wakefield Chapel Road,,Annandale,VA,2,,
623,University of North Carolina School of the Arts,Univ of North Caroli,www.uncsa.edu/,SRO,1533 South Main Street,,Winston-Salem,NC,5,71,847
624,New River Community College,New River Community,www.nr.edu,SRO,Advising Center,5251 College Drive,Dublin,VA,2,,
625,Nova Southeastern University,Nova Southeastern Un,www.nova.edu,SRO,3301 College Avenue,,Fort Lauderdale,FL,5,52,4417
626,Piedmont Community College,Piedmont Community C,www.piedmontcc.edu,SRO,PO Box 1197,,Roxboro,NC,2,,
627,Florida State University,Florida State Univer,www.fsu.edu,SRO,B1200 University Center,,Tallahassee,FL,5,80,32699
628,Fort Valley State University,Fort Valley State Un,www.fvsu.edu,SRO,1005 State University Drive,,Fort Valley,GA,5,39,
629,Florida Gulf Coast University,Florida Gulf Coast U,www.fgcu.edu,SRO,10501 FGCU Boulevard South,,Fort Myers,FL,5,48,13620
630,Furman University,Furman University,www.furman.edu,SRO,3300 Poinsett Highway,,Greenville,SC,5,81,2740
631,Eckerd College,Eckerd College,www.eckerd.edu,SRO,4200 54th Avenue South,,St. Petersburg,FL,5,70,1938
632,Tidewater Community College,Tidewater Community,www.tcc.edu,SRO,PO Box 9000,,Norfolk,VA,2,,19535
633,Florida Atlantic University,Florida Atlantic Uni,www.fau.edu,SRO,777 Glades Road,,Boca Raton,FL,5,51,23748
634,Frederick Community College,Frederick Community,www.frederick.edu,MSRO,7932 Opossumtown Pike,,Frederick,MD,2,,4832
635,Florida State College at Jacksonville,Florida SC at Jackso,www.fscj.edu,SRO,501 West State Street,,Jacksonville,FL,2,,
636,University of Central Florida,Univ of Central Flor,www.ucf.edu,SRO,4000 Central Florida Boulevard,,Orlando,FL,5,70,56458
637,Forsyth Technical Community College,Forsyth Technical Co,www.forsythtech.edu,SRO,2100 Silas Creek Parkway,,Winston-Salem,NC,2,,
638,Flagler College,Flagler College,www.flagler.edu,SRO,74 King Street,,Saint Augustine,FL,5,55,2674
639,Florida Keys Community College,Florida Keys Communi,www.fkcc.edu,SRO,5901 College Road,,Key West,FL,2,,
640,Georgia Highlands College,Georgia Highlands Co,www.highlands.edu,SRO,3175 Cedartown Highway,,Rome,GA,2,,6003
641,Antioch University Los Angeles,Antioch Univ Los Ang,www.antiochla.edu,WRO,400 Corporate Pointe,,Culver City,CA,3,,
642,Mitchell Technical Institute,Mitchell Technical I,www.mitchelltech.edu,MRO,1800 E Spruce St,,Mitchell,SD,2,,1005
644,University of Advancing Technology,Univ of Advancing Te,www.uat.edu,WRO,2625 West Baseline Road,,Tempe,AZ,5,,
651,Boston Architectural College,Boston Architectural,www.the-bac.edu,NERO,320 Newbury Street,,Boston,MA,7,,308
656,Lubbock Christian University,Lubbock Christian Un,www.lcu.edu,SWRO,5601 19th Street,,Lubbock,TX,5,47,1484
657,University of New Orleans,Univ of New Orleans,www.uno.edu,SRO,2000 Lakeshore Drive,,New Orleans,LA,5,32,5917
658,Louisiana State University at Alexandria,Louisiana State U Al,www.lsua.edu,SRO,8100 Highway 71 South,,Alexandria,LA,5,,
659,Louisiana State University Health Sciences Center New Orleans,Louisiana State U HS,http://www.lsuhsc.edu/,SRO,433 Bolivar Street,Room 154,New Orleans,LA,3,,921
660,Remington College: Cleveland,Remington Coll Cleve,http://cleveland.remingtoncollege.edu,MRO,14445 Broadway Avenue,,Cleveland,OH,2,,
661,Spartanburg Methodist College,Spartanburg Methodis,www.smcsc.edu,SRO,1000 Powell Mill Road,,Spartanburg,SC,2,,790
662,Spelman College,Spelman College,www.spelman.edu,SRO,350 Spelman Lane SW,,Atlanta,GA,5,75,2134
663,Elizabeth City State University,Elizabeth City State,www.ecsu.edu,SRO,1704 Weeksville Road,,Elizabeth City,NC,5,,
664,University of South Carolina: Sumter,Univ South Carolina,www.uscsumter.edu,SRO,200 Miller Road,,Sumter,SC,2,,
665,George Mason University,George Mason Univers,www2.gmu.edu,SRO,4400 University Drive,,Fairfax,VA,5,71,24372
666,University of South Florida,Univ of South Florid,www.usf.edu,SRO,4202  East Fowler Avenue,,Tampa,FL,5,71,30918
667,National American University: Kansas City,National American U,www.national.edu,MRO,3620 Arrowhead Avenue,,Independence,MO,5,,
668,National American University: Bloomington,National American U,www.national.edu,MRO,"7801 Metro Parkway, Suite 200",,Bloomington,MN,5,,
669,Kennesaw State University,Kennesaw State Unive,www.kennesaw.edu,SRO,1000 Chastain Road,,Kennesaw,GA,5,42,32312
670,National American University: Albuquerque,National American U,www.national.edu,SWRO,4775 Indian School Road,Suite 200,Albuquerque,NM,5,,
671,LaGrange College,LaGrange College,www.lagrange.edu,SRO,601 Broad Street,,LaGrange,GA,5,41,929
672,Lander University,Lander University,www.lander.edu,SRO,320 Stanley Avenue,,Greenwood,SC,5,,
673,Lees-McRae College,Lees-McRae College,www.lmc.edu,SRO,191 Main Street,,Banner Elk,NC,5,32,920
674,Lenoir-Rhyne University,Lenoir-Rhyne Univers,www.lr.edu,SRO,PO Box 7163,,Hickory,NC,5,43,1573
675,Limestone College,Limestone College,www.limestone.edu,SRO,1115 College Drive,,Gaffney,SC,5,,1160
676,Livingstone College,Livingstone College,www.livingstone.edu,SRO,701 West Monroe Street,,Salisbury,NC,5,,
678,Marshall University,Marshall University,www.marshall.edu,MRO,One John Marshall Drive,,Huntington,WV,5,49,8554
679,Mary Baldwin University,Mary Baldwin Univ,http://www.marybaldwin.edu/,SRO,101 East Frederick Street,,Staunton,VA,5,45,1059
680,University of Mary Washington,Univ of Mary Washing,www.umw.edu,SRO,1301 College Avenue,,Fredericksburg,VA,5,71,4366
681,Maryland Institute College of Art,Maryland Institute C,www.mica.edu,MSRO,1300 Mount Royal Avenue,,Baltimore,MD,5,71,1688
682,University of Maryland: Eastern Shore,Univ of Maryland Eas,www.umes.edu,MSRO,One Backbone Road,,Princess Anne,MD,5,38,2800
683,Bowie State University,Bowie State Universi,www.bowiestate.edu,MSRO,14000 Jericho Park Road,,Bowie,MD,5,,4632
684,Frostburg State University,Frostburg State Univ,www.frostburg.edu,MSRO,101 Braddock Road,,Frostburg,MD,5,49,4486
685,Towson University,Towson University,www.towson.edu,MSRO,8000 York Road,,Towson,MD,5,72,19367
686,Marymount University,Marymount University,www.marymount.edu,SRO,2807 North Glebe Road,,Arlington,VA,5,53,2241
687,Augusta University,Augusta Univ,www.augusta.edu,SRO,1120 15th Street,,Augusta,GA,5,,
688,Medical University of South Carolina,Medical Univ South C,www.musc.edu,SRO,179 Ashley Avenue,,Charleston,SC,3,,
691,Mercer University,Mercer University,www.mercer.edu,SRO,1501 Mercer University Drive,,Macon,GA,5,64,3215
692,Meredith College,Meredith College,www.meredith.edu,SRO,3800 Hillsborough Street,,Raleigh,NC,5,,1638
693,Middle Georgia State University,Middle Georgia State,www.mga.edu,SRO,100 University Parkway,,Macon,GA,5,,
694,Western Nevada College,Western Nevada Colle,www.wnc.edu,WRO,2201 West College Parkway,,Carson City,NV,2,,
695,Whatcom Community College,Whatcom Community Co,www.whatcom.edu,WRO,237 West Kellogg Road,,Bellingham,WA,2,,
697,University of Hawaii: Windward Community College,Univ of Hawaii: Wind,www.wcc.hawaii.edu,WRO,45-720 Kea'ahala Road,,Kaneohe,HI,2,,
700,Fashion Institute of Design and Merchandising: San Francisco,Fashion Inst Des/Mer,www.fidm.edu,WRO,55 Stockton Street,,San Francisco,CA,2,,277
701,Lincoln University,Lincoln University (,www.lincolnuca.edu,WRO,401 15th Street,,Oakland,CA,5,,
702,Yakima Valley College,Yakima Valley Colleg,www.yvcc.edu,WRO,PO Box 22520,,Yakima,WA,2,,
703,Oregon Institute of Technology,Oregon Institute of,www.oit.edu,WRO,3201 Campus Drive,,Klamath Falls,OR,5,,
704,Otero Junior College,Otero Junior College,https://www.ojc.edu,WRO,1802 Colorado Avenue,,La Junta,CO,2,,
705,California State University: Fullerton,California SU Fuller,www.fullerton.edu,WRO,800 North State College Boulevard,,Fullerton,CA,5,66,34803
706,St. Augustine College,St. Augustine Colleg,www.staugustine.edu,MRO,1345 West Argyle,,Chicago,IL,5,,
707,Babson College,Babson College,www.babson.edu,NERO,231 Forest Street,,Babson Park,MA,5,93,2342
708,Bates College,Bates College,www.bates.edu,NERO,2 Andrews Road,,Lewiston,ME,5,92,1787
709,Bay Path University,Bay Path Univ,www.baypath.edu,NERO,588 Longmeadow Street,,Longmeadow,MA,5,58,1944
710,Becker College,Becker College,www.becker.edu,NERO,61 Sever Street,,Worcester,MA,5,,1797
711,Bennington College,Bennington College,www.bennington.edu,NERO,One College Drive,,Bennington,VT,5,67,742
712,Boston College,Boston College,www.bc.edu,NERO,140 Commonwealth Avenue,,Chestnut Hill,MA,5,,9358
713,Mount San Jacinto College,Mount San Jacinto Co,www.msjc.edu,WRO,1499 North State Street,,San Jacinto,CA,2,,
714,Merritt College,Merritt College,www.merritt.edu,WRO,12500 Campus Drive,,Oakland,CA,2,,
715,Pacific Northwest College of Art,Pacific Northwest Co,www.pnca.edu,WRO,511 Northwest Broadway,,Portland,OR,5,,
716,Metropolitan State University of Denver,Metropolitan State U,www.msudenver.edu,WRO,PO Box 173362,,Denver,CO,5,,19016
718,Mt. Hood Community College,Mt. Hood Community C,www.mhcc.edu,WRO,26000 SE Stark Street,,Gresham,OR,2,,
719,University of Hawaii: Maui College,University of Hawaii,www.maui.hawaii.edu,WRO,310 West Kaahumanu Avenue,,Kahului,HI,2,,
720,Moorpark College,Moorpark College,www.moorparkcollege.edu,WRO,7075 Campus Road,,Moorpark,CA,2,,
721,Mesa Community College,Mesa Community Colle,www.mesacc.edu,WRO,1833 West Southern Avenue,,Mesa,AZ,2,,
722,Marymount California University,Marymount California,www.marymountcalifornia.edu,WRO,30800 Palos Verdes Drive East,,Rancho Palos Verdes,CA,5,,935
723,Morgan Community College,Morgan Community Col,www.morgancc.edu,WRO,920 Barlow Road,,Fort Morgan,CO,2,,
724,Mendocino College,Mendocino College,www.mendocino.edu,WRO,1000 Hensley Creek Road,,Ukiah,CA,2,,
725,GateWay Community College,GateWay Community Co,www.gatewaycc.edu,WRO,108 North 40th Street,,Phoenix,AZ,2,,
727,Tulsa Welding School,Tulsa Welding School,www.weldingschool.com,SWRO,2545 East 11th Street,,Tulsa,OK,2,,
728,Art Institute of Cincinnati,Art Institute of Cin,www.aic-arts.edu,MRO,1171 East Kemper Road,,Cincinnati,OH,2,,
729,Key College,Key College,www.keycollege.edu,SRO,225 East Dania Beach Boulevard,,Dania Beach,FL,2,,
730,Art Institute of California: Los Angeles,Art Institute of Cal,www.artinstitutes.edu/losangeles,WRO,2900 31st Street,,Santa Monica,CA,2,,
731,Northwestern Polytechnic University,Northwestern Polytec,www.npu.edu,WRO,47671 Westinghouse Drive,,Fremont,CA,5,,
733,Lincoln College of Technology: Nashville,Lincoln Col of Tech:,www.nadcedu.com,SRO,1524 Gallatin Road,,Nashville,TN,1,,
734,Full Sail University,Full Sail University,www.fullsail.edu,SRO,3300 University Boulevard,,Winter Park,FL,5,,
736,Green River College,Green River C,www.greenriver.edu,WRO,12401 SE 320th Street,,Auburn,WA,2,,
737,Glendale Community College,Glendale Comm Coll (,www.gccaz.edu,WRO,6000 West Olive Avenue,,Glendale,AZ,2,,
738,Golden West College,Golden West College,www.goldenwestcollege.edu,WRO,15744 Golden West Street,,Huntington Beach,CA,2,,9019
739,South Coast College,South Coast College,www.southcoastcollege.com,WRO,2011 West Chapman Avenue,,Orange,CA,2,,
741,CollegeAmerica: Denver,CollegeAmerica: Denv,www.collegeamerica.edu,WRO,"1385 South Colorado Boulevard, 1st & 5th Floors",,Denver,CO,2,,
742,Fortis College: Winter Park,Fortis College: Wint,www.fortis.edu,SRO,"1573 West Fairbanks Avenue, Suite 100",,Winter Park,FL,2,,
743,Hickey College,Hickey College,www.hickeycollege.edu,MRO,940 West Port Plaza,,St. Louis,MO,5,,
745,Harrisburg Area Community College,Harrisburg Area Comm,www.hacc.edu,MSRO,One HACC Drive,,Harrisburg,PA,2,,
747,City University of New York: Lehman College,CUNY Lehman College,www.lehman.edu,MSRO,250 Bedford Park Boulevard West,,Bronx,NY,5,46,
748,Siena Heights University,Siena Heights Univer,www.sienaheights.edu,MRO,1247 East Siena Heights Drive,,Adrian,MI,5,,
749,Sinclair Community College,Sinclair Community C,www.sinclair.edu,MRO,444 West Third Street,,Dayton,OH,2,,14971
750,Snead State Community College,Snead State Communit,www.snead.edu,SRO,PO Box 734,,Boaz,AL,2,,
751,Oakland Community College,Oakland Community Co,www.oaklandcc.edu,MRO,2480 Opdyke Road,,Bloomfield Hills,MI,2,,
753,Southern Illinois University Carbondale,Southern Illinois U,www.siu.edu,MRO,"Undergraduate Admissions, Mailcode 4710",,Carbondale,IL,5,40,10896
754,Southern Adventist University,Southern Adventist U,www.southern.edu,SRO,PO Box 370,,Collegedale,TN,5,47,2457
755,Kaplan College: Dayton,Kaplan College: Dayt,www.dayton.kaplancollege.com,MRO,2800 East River Road,,Dayton,OH,2,,
756,Oxnard College,Oxnard College,www.oxnardcollege.edu,WRO,4000 South Rose Avenue,,Oxnard,CA,2,,5811
757,Pomona College,Pomona College,www.pomona.edu,WRO,333 N College Way,,Claremont,CA,5,93,1672
758,Porterville College,Porterville College,www.portervillecollege.edu,WRO,100 East College Avenue,,Porterville,CA,2,,
759,Portland State University,Portland State Unive,www.pdx.edu,WRO,PO Box 751,,Portland,OR,5,49,18631
760,Vassar College,Vassar College,www.vassar.edu,MSRO,124 Raymond Avenue,Box 10,Poughkeepsie,NY,5,90,2323
761,Villanova University,Villanova University,www.villanova.edu,MSRO,800 Lancaster Avenue,,Villanova,PA,5,90,6857
762,Villa Maria College of Buffalo,Villa Maria College,www.villa.edu,MSRO,240 Pine Ridge Road,,Buffalo,NY,5,43,591
763,Helene Fuld College of Nursing,Helene Fuld College,www.helenefuld.edu,MSRO,24 East 120th Street,,New York,NY,2,,
764,Wagner College,Wagner College,www.wagner.edu,MSRO,One Campus Road,,Staten Island,NY,5,70,1793
765,Washington & Jefferson College,Washington & Jeffers,www.washjeff.edu,MSRO,60 South Lincoln Street,,Washington,PA,5,76,1378
766,Westmoreland County Community College,Westmoreland County,www.westmoreland.edu,MSRO,145 Pavilion Lane,,Youngwood,PA,2,,
767,Waynesburg University,Waynesburg Universit,www.waynesburg.edu,MSRO,51 West College Street,,Waynesburg,PA,5,66,1371
768,Webb Institute,Webb Institute,www.webb.edu,MSRO,298 Crescent Beach Road,,Glen Cove,NY,5,77,98
769,Wells College,Wells College,www.wells.edu,MSRO,170 Main Street,,Aurora,NY,5,47,482
770,Westchester Community College,Westchester Communit,www.sunywcc.edu,MSRO,75 Grasslands Road,,Valhalla,NY,2,,
772,Anna Maria College,Anna Maria College,www.annamaria.edu,NERO,50 Sunset Lane,,Paxton,MA,5,41,1118
773,University of Maine at Presque Isle,Univ of Maine Presqu,www.umpi.edu,NERO,181 Main Street,,Presque Isle,ME,5,,791
774,Assumption College,Assumption College,www.assumption.edu,NERO,500 Salisbury Street,,Worcester,MA,5,71,1925
776,Purdue University Global: South Portland,Purdue Univ Global:,www.kaplanuniversity.edu,NERO,265 Western Avenue,,South Portland,ME,2,,
778,Germanna Community College,Germanna Community C,www.germanna.edu,SRO,2130 Germanna Highway,,Locust Grove,VA,2,,
779,Greenville Technical College,Greenville Technical,www.gvltec.edu,SRO,PO Box 5616,,Greenville,SC,2,,
780,Garrett College,Garrett College,www.garrettcollege.edu,MSRO,687 Mosser Road,,McHenry,MD,2,,
781,Golf Academy of America: Orlando,Golf Academy of Amer,www.golfacademy.edu,SRO,510 South Hunt Club Boulevard,,Apopka,FL,2,,
782,Haywood Community College,Haywood Community Co,www.haywood.edu,SRO,185 Freedlander Drive,,Clyde,NC,2,,
783,Hagerstown Community College,Hagerstown Community,www.hagerstowncc.edu,MSRO,11400 Robinwood Drive,,Hagerstown,MD,2,,
784,Hampden-Sydney College,Hampden-Sydney Colle,www.hsc.edu,SRO,PO Box 667,,Hampden-Sydney,VA,5,63,1046
785,Hampton University,Hampton University,www.hamptonu.edu,SRO,100 East Queen Street,,Hampton,VA,5,67,3799
786,High Point University,High Point Universit,www.highpoint.edu,SRO,One University Parkway,,High Point,NC,5,63,4407
787,Hollins University,Hollins University,www.hollins.edu,SRO,"7916 Williamson Road, Box 9625",,Roanoke,VA,5,,628
788,Hood College,Hood College,www.hood.edu,MSRO,401 Rosemont Avenue,,Frederick,MD,5,61,1108
789,Howard University,Howard University,www.howard.edu,MSRO,2400 Sixth Street NW,,Washington,DC,5,,
790,Brunswick Community College,Brunswick Community,www.brunswickcc.edu,SRO,50 College Road NE,,Bolivia,NC,2,,
791,Harford Community College,Harford Community Co,www.harford.edu,MSRO,401 Thomas Run Road,,Bel Air,MD,2,,5018
793,Art Institutes International Minnesota,Art Institute Intern,www.artinstitutes.edu/minneapolis,MRO,15 South Ninth Street,,Minneapolis,MN,5,,
794,Pennsylvania Highlands Community College,Pennsylvania Highlan,www.pennhighlands.edu,MSRO,101 Community College Way,,Johnstown,PA,2,,
795,Broadview University: West Jordan,Broadview Univ: West,www.broadviewuniversity.edu,WRO,1902 West 7800 South,,West Jordan,UT,2,,
796,EDP University of Puerto Rico: San Sebastian,EDP University of PR,www.edpuniverstiy.edu,IRO,PO Box 1674,,San Sebastian,PR,5,,
798,Seattle Pacific University,Seattle Pacific Univ,www.spu.edu,WRO,3307 Third Avenue West,,Seattle,WA,5,69,2900
799,Horry-Georgetown Technical College,Horry-Georgetown Tec,www.hgtc.edu,SRO,PO Box 261966,,Conway,SC,2,,
800,Hobe Sound Bible College,Hobe Sound Bible Col,www.hsbc.edu,SRO,PO Box 1065,,Hobe Sound,FL,5,,
801,Howard Community College,Howard Community Col,www.howardcc.edu,MSRO,10901 Little Patuxent Parkway,,Columbia,MD,2,,9085
802,Isothermal Community College,Isothermal Community,www.isothermal.edu,SRO,PO Box 804,,Spindale,NC,2,,
804,Indian River State College,Indian River State C,www.irsc.edu,SRO,3209 Virginia Avenue,,Fort Pierce,FL,2,,
806,Miami International University of Art and Design,Miami Int U of Art a,www.mymiu.edu,SRO,"1501 Biscayne Boulevard, Suite 100",,Miami,FL,4,,
807,Jacksonville University,Jacksonville Univers,www.ju.edu,SRO,2800 University Boulevard North,,Jacksonville,FL,5,43,2829
808,Johns Hopkins University,Johns Hopkins Univer,www.jhu.edu,MSRO,3400 North Charles Street,,Baltimore,MD,5,94,5420
809,Johnson C. Smith University,Johnson C. Smith Uni,www.jcsu.edu,SRO,100 Beatties Ford Road,,Charlotte,NC,5,44,1392
811,Saint Mary's College,Saint Mary's College,www.saintmarys.edu,MRO,,,Notre Dame,IN,5,80,1489
812,St. Mary-of-the-Woods College,St. Mary-of-the-Wood,www.smwc.edu,MRO,1 St Mary of Woods Coll,,Saint Mary of the Woods,IN,5,,727
813,Savannah State University,Savannah State Unive,www.savannahstate.edu,SRO,PO Box 20449,,Savannah,GA,5,,
814,Shaw University,Shaw University,www.shawu.edu,SRO,118 East South Street,,Raleigh,NC,5,,1545
815,Shenandoah University,Shenandoah Universit,www.su.edu,SRO,1460 University Drive,,Winchester,VA,5,63,2055
816,Shepherd University,Shepherd University,www.shepherd.edu,MRO,PO Box 5000,,Shepherdstown,WV,5,42,2956
817,Shorter University,Shorter Univ,www.shorter.edu,SRO,315 Shorter Avenue,,Rome,GA,5,40,
818,South Carolina State University,South Carolina State,www.scsu.edu,SRO,300 College Street NE,,Orangeburg,SC,5,36,2489
819,South Georgia State College,South Georgia State,www.sgsc.edu,SRO,100 West College Park Drive,,Douglas,GA,5,,
821,Southeastern University,Southeastern Univers,www.seu.edu,SRO,1000 Longfellow Boulevard,,Lakeland,FL,5,40,4786
825,Vatterott College: Springfield,Vatterott College: S,www.vatterott.edu,MRO,3850 South Campbell,,Springfield,MO,2,,
826,Rock Valley College,Rock Valley College,www.rockvalleycollege.edu,MRO,3301 North Mulford Road,,Rockford,IL,2,,
828,Shawnee Community College,Shawnee Community Co,www.shawneecc.edu,MRO,8364 Shawnee College Road,,Ullin,IL,2,,1374
829,Sacred Heart Major Seminary,Sacred Heart Major S,www.shms.edu,MRO,2701 Chicago Boulevard,,Detroit,MI,5,,
830,Stark State College,Stark State Coll,www.starkstate.edu,MRO,6200 Frank Avenue NW,,North Canton,OH,2,,
832,University of Saint Francis,Univ of St Francis,www.sf.edu,MRO,2701 Spring Street,,Fort Wayne,IN,5,56,1840
833,Lamar State College at Orange,Lamar State College,www.lsco.edu,SWRO,410 Front Street,,Orange,TX,2,,
834,Southwest Wisconsin Technical College,Southwest Wisconsin,www.swtc.edu,MRO,1800 Bronson Boulevard,,Fennimore,WI,2,,
835,California State University: East Bay,California SU East B,www.csueastbay.edu,WRO,25800 Carlos Bee Boulevard,,Hayward,CA,5,42,12949
836,New Mexico State University at Alamogordo,New Mexico State U A,www.nmsua.edu,SWRO,2400 North Scenic Drive,,Alamogordo,NM,2,,
837,Arizona Western College,Arizona Western Coll,www.azwestern.edu,WRO,P.O. Box 929,,Yuma,AZ,2,,4841
838,Arapahoe Community College,Arapahoe Community C,www.arapahoe.edu,WRO,5900 South Santa Fe Drive P.O. Box 9002,,Littleton,CO,2,,9902
839,Bakersfield College,Bakersfield College,www.bakersfieldcollege.edu,WRO,1801 Panorama Drive,,Bakersfield,CA,2,,
841,Biola University,Biola University,www.biola.edu,WRO,13800 Biola Avenue,,La Mirada,CA,5,73,4039
842,Boise State University,Boise State Universi,www.boisestate.edu,WRO,1910 University Drive,,Boise,ID,5,43,16270
843,Brigham Young University,Brigham Young Univ,www.byu.edu,WRO,A-209 ASB,,Provo,UT,5,83,31233
844,Barstow Community College,Barstow Community Co,www.barstow.edu,WRO,2700 Barstow Road,,Barstow,CA,2,,
846,Westfield State University,Westfield State Univ,www.westfield.ma.edu,NERO,577 Western Avenue,,Westfield,MA,5,65,5343
847,Worcester State University,Worcester State Univ,www.worcester.edu,NERO,486 Chandler Street,,Worcester,MA,5,55,5035
848,Merrimack College,Merrimack College,www.merrimack.edu,NERO,315 Turnpike Street,,North Andover,MA,5,68,3427
849,Huntington College of Health Sciences,Huntington College H,www.hchs.edu,SRO,118 Legacy View Way,,Knoxville,TN,2,,
850,Middlebury College,Middlebury College,www.middlebury.edu,NERO,Middlebury College,,Middlebury,VT,5,95,2532
851,Montserrat College of Art,Montserrat College o,www.montserrat.edu,NERO,23 Essex Street,,Beverly,MA,5,,
852,Mitchell College,Mitchell College,www.mitchell.edu,NERO,437 Pequot Avenue,,New London,CT,5,,596
853,Mount Holyoke College,Mount Holyoke Colleg,www.mtholyoke.edu,NERO,50 College Street,,South Hadley,MA,5,86,2186
855,Inter American University of Puerto Rico: Ponce Campus,Inter Amer Univ PR P,ponce.inter.edu,IRO,104 Turpo Industrial Park,,Mercedita,PR,5,37,4690
856,Southern Maine Community College,Southern Maine Comm,www.smccme.edu,NERO,2 Fort Road,,South Portland,ME,2,,
859,Manchester Community College,Manchester Community,www.mcc.commnet.edu,NERO,PO Box 1046,,Manchester,CT,2,,
860,Mount Wachusett Community College,Mount Wachusett Comm,www.mwcc.edu,NERO,444 Green Street,,Gardner,MA,2,,3410
861,Florida Technical College: Deland,Florida Tech C: Dela,www.ftccollege.edu,SRO,1199 South Woodland Boulevard,,Deland,FL,2,,
863,Vatterott College: Sunset Hills,Vatterott College: S,www.vatterott.edu,MRO,12900 Maurer Industrial Drive,,Sunset Hills,MO,2,,
864,Pace University: Westchester,Pace Univ: Westchest,www.pace.edu,MSRO,861 Bedford Road,,Pleasantville,NY,5,60,2541
866,Herzing University: Winter Park,Herzing University:,www.herzing.edu,SRO,1595 South Semoran Boulevard,,Winter Park,FL,2,,
867,Norwalk Community College,Norwalk Community Co,http://norwalk.edu/default.asp,NERO,188 Richards Avenue,,Norwalk,CT,2,,
868,Lakes Region Community College,Lakes Region Communi,www.lrcc.edu,NERO,379 Belmont Road,,Laconia,NH,2,,
869,River Valley Community College,River Valley Communi,www.rivervalley.edu,NERO,One College Place,,Claremont,NH,2,,
870,Pine Manor College,Pine Manor College,www.pmc.edu,NERO,400 Heath Street,,Chestnut Hill,MA,5,30,
871,Plymouth State University,Plymouth State Unive,www.plymouth.edu,NERO,17 High Street,,Plymouth,NH,5,57,4088
872,University of Southern Maine,Univ of Southern Mai,www.usm.maine.edu,NERO,PO Box 9300,,Portland,ME,5,33,5248
873,Providence College,Providence College,www.providence.edu,NERO,1 Cunningham Square,,Providence,RI,5,84,4233
874,Naugatuck Valley Community College,Naugatuck Valley Com,www.nv.edu,NERO,750 Chase Parkway,,Waterbury,CT,2,,5753
875,Middlesex Community College,Middlesex Comm Coll,www.mxcc.edu,NERO,100 Training Hill Road,,Middletown,CT,2,,
877,Middlesex Community College,Middlesex Comm Coll,www.middlesex.mass.edu,NERO,591 Springs Road,,Bedford,MA,2,,
878,Three Rivers Community College,Three Rivers Comm Co,www.threerivers.edu,NERO,574 New London Turnpike,,Norwich,CT,2,,
880,Cincinnati College of Mortuary Science,Cincinnati Coll/Mort,https://www.ccms.edu,MRO,645 West North Bend Road,,Cincinnati,OH,2,,
881,Bryant & Stratton College: Milwaukee,Bryant & Stratton Mi,www.bryantstratton.edu,MRO,"310 West Wisconsin Avenue, Suite 500",,Milwaukee,WI,2,,
